,location,date,total_cases,new_cases,total_deaths,new_deaths,months,years
473,Indonesia,2021-06-18,1963266,12990,54043.0,290.0,June,2021
474,Indonesia,2021-06-19,1976172,12906,54291.0,248.0,June,2021
475,Indonesia,2021-06-20,1989909,13737,54662.0,371.0,June,2021
476,Indonesia,2021-06-21,2004445,14536,54956.0,294.0,June,2021
477,Indonesia,2021-06-22,2018113,13668,55291.0,335.0,June,2021
478,Indonesia,2021-06-23,2033421,15308,55594.0,303.0,June,2021
479,Indonesia,2021-06-24,2053995,20574,55949.0,355.0,June,2021
480,Indonesia,2021-06-25,2072867,18872,56371.0,422.0,June,2021
481,Indonesia,2021-06-26,2093962,21095,56729.0,358.0,June,2021
482,Indonesia,2021-06-27,2115304,21342,57138.0,409.0,June,2021
483,Indonesia,2021-06-28,2135998,20694,57561.0,423.0,June,2021
484,Indonesia,2021-06-29,2156465,20467,58024.0,463.0,June,2021
485,Indonesia,2021-06-30,2178272,21807,58491.0,467.0,June,2021
486,Indonesia,2021-07-01,2203108,24836,58995.0,504.0,July,2021
487,Indonesia,2021-07-02,2228938,25830,59534.0,539.0,July,2021
488,Indonesia,2021-07-03,2256851,27913,60027.0,493.0,July,2021
489,Indonesia,2021-07-04,2284084,27233,60582.0,555.0,July,2021
490,Indonesia,2021-07-05,2313829,29745,61140.0,558.0,July,2021
491,Indonesia,2021-07-06,2345018,31189,61868.0,728.0,July,2021
492,Indonesia,2021-07-07,2379397,34379,62908.0,1040.0,July,2021
493,Indonesia,2021-07-08,2417788,38391,63760.0,852.0,July,2021
494,Indonesia,2021-07-09,2455912,38124,64631.0,871.0,July,2021
495,Indonesia,2021-07-10,2491006,35094,65457.0,826.0,July,2021
496,Indonesia,2021-07-11,2527203,36197,66464.0,1007.0,July,2021
497,Indonesia,2021-07-12,2567630,40427,67355.0,891.0,July,2021
498,Indonesia,2021-07-13,2615529,47899,68219.0,864.0,July,2021
499,Indonesia,2021-07-14,2670046,54517,69210.0,991.0,July,2021
500,Indonesia,2021-07-15,2726803,56757,70192.0,982.0,July,2021
501,Indonesia,2021-07-16,2780803,54000,71397.0,1205.0,July,2021
502,Indonesia,2021-07-17,2832755,51952,72489.0,1092.0,July,2021
503,Indonesia,2021-07-18,2877476,44721,73582.0,1093.0,July,2021
504,Indonesia,2021-07-19,2911733,34257,74920.0,1338.0,July,2021
505,Indonesia,2021-07-20,2950058,38325,76200.0,1280.0,July,2021
506,Indonesia,2021-07-21,2983830,33772,77583.0,1383.0,July,2021
507,Indonesia,2021-07-22,3033339,49509,79032.0,1449.0,July,2021
508,Indonesia,2021-07-23,3082410,49071,80598.0,1566.0,July,2021
509,Indonesia,2021-07-24,3127826,45416,82013.0,1415.0,July,2021
510,Indonesia,2021-07-25,3166505,38679,83279.0,1266.0,July,2021
511,Indonesia,2021-07-26,3194733,28228,84766.0,1487.0,July,2021
512,Indonesia,2021-07-27,3239936,45203,86835.0,2069.0,July,2021
513,Indonesia,2021-07-28,3287727,47791,88659.0,1824.0,July,2021
514,Indonesia,2021-07-29,3331206,43479,90552.0,1893.0,July,2021
515,Indonesia,2021-07-30,3372374,41168,92311.0,1759.0,July,2021
516,Indonesia,2021-07-31,3409658,37284,94119.0,1808.0,July,2021
517,Indonesia,2021-08-01,3440396,30738,95723.0,1604.0,August,2021
518,Indonesia,2021-08-02,3462800,22404,97291.0,1568.0,August,2021
519,Indonesia,2021-08-03,3496700,33900,98889.0,1598.0,August,2021
520,Indonesia,2021-08-04,3532567,35867,100636.0,1747.0,August,2021
521,Indonesia,2021-08-05,3568331,35764,102375.0,1739.0,August,2021
522,Indonesia,2021-08-06,3607863,39532,104010.0,1635.0,August,2021
